AQI,City,Date
284.0,Gurugram,2018-10-10
245.0,Gurugram,2018-10-11
242.0,Gurugram,2018-10-12
295.0,Gurugram,2018-10-13
293.0,Gurugram,2018-10-14
256.0,Gurugram,2018-10-15
295.0,Gurugram,2018-10-16
301.0,Gurugram,2018-10-17
329.0,Gurugram,2018-10-18
317.0,Gurugram,2018-10-19
362.0,Gurugram,2018-10-20
386.0,Gurugram,2018-10-21
315.0,Gurugram,2018-10-22
307.0,Gurugram,2018-10-23
329.0,Gurugram,2018-10-24
347.0,Gurugram,2018-10-25
375.0,Gurugram,2018-10-26
390.0,Gurugram,2018-10-27
393.0,Gurugram,2018-10-28
380.0,Gurugram,2018-10-29
407.0,Gurugram,2018-10-30
400.0,Gurugram,2018-10-31
402.0,Gurugram,2018-11-01
382.0,Gurugram,2018-11-02
360.0,Gurugram,2018-11-03
288.0,Gurugram,2018-11-04
359.0,Gurugram,2018-11-05
379.0,Gurugram,2018-11-06
279.0,Gurugram,2018-11-07
366.0,Gurugram,2018-11-08
420.0,Gurugram,2018-11-09
386.0,Gurugram,2018-11-10
375.0,Gurugram,2018-11-11
321.0,Gurugram,2018-11-12
339.0,Gurugram,2018-11-13
329.0,Gurugram,2018-11-14
227.0,Gurugram,2018-11-15
294.0,Gurugram,2018-11-16
260.0,Gurugram,2018-11-17
295.0,Gurugram,2018-11-18
289.0,Gurugram,2018-11-19
338.0,Gurugram,2018-11-20
375.0,Gurugram,2018-11-21
306.0,Gurugram,2018-11-22
318.0,Gurugram,2018-11-23
284.0,Gurugram,2018-11-24
272.0,Gurugram,2018-11-25
314.0,Gurugram,2018-11-26
337.0,Gurugram,2018-11-27
277.0,Gurugram,2018-11-28
295.0,Gurugram,2018-11-29
275.0,Gurugram,2018-11-30
267.0,Gurugram,2018-12-01
191.0,Gurugram,2018-12-02
222.0,Gurugram,2018-12-03
299.0,Gurugram,2018-12-04
307.0,Gurugram,2018-12-05
339.0,Gurugram,2018-12-06
369.0,Gurugram,2018-12-07
368.0,Gurugram,2018-12-08
280.0,Gurugram,2018-12-09
285.0,Gurugram,2018-12-10
377.0,Gurugram,2018-12-11
389.0,Gurugram,2018-12-12
222.0,Gurugram,2018-12-13
189.0,Gurugram,2018-12-14
176.0,Gurugram,2018-12-15
148.0,Gurugram,2018-12-16
172.0,Gurugram,2018-12-17
230.0,Gurugram,2018-12-18
210.0,Gurugram,2018-12-19
288.0,Gurugram,2018-12-20
276.0,Gurugram,2018-12-21
215.0,Gurugram,2018-12-22
292.0,Gurugram,2018-12-23
305.0,Gurugram,2018-12-24
362.0,Gurugram,2018-12-25
321.0,Gurugram,2018-12-26
327.0,Gurugram,2018-12-27
353.0,Gurugram,2018-12-28
360.0,Gurugram,2018-12-29
423.0,Gurugram,2018-12-30
463.0,Gurugram,2018-12-31
450.0,Gurugram,2019-01-01
433.0,Gurugram,2019-01-02
462.0,Gurugram,2019-01-03
384.0,Gurugram,2019-01-04
392.0,Gurugram,2019-01-05
332.0,Gurugram,2019-01-06
279.0,Gurugram,2019-01-07
308.0,Gurugram,2019-01-08
271.0,Gurugram,2019-01-09
210.0,Gurugram,2019-01-10
313.0,Gurugram,2019-01-11
348.0,Gurugram,2019-01-12
342.0,Gurugram,2019-01-13
275.0,Gurugram,2019-01-14
135.0,Gurugram,2019-01-15
298.0,Gurugram,2019-01-16
367.0,Gurugram,2019-01-17
405.0,Gurugram,2019-01-18
349.0,Gurugram,2019-01-19
328.0,Gurugram,2019-01-20
260.0,Gurugram,2019-01-21
143.0,Gurugram,2019-01-22
153.0,Gurugram,2019-01-23
294.0,Gurugram,2019-01-24
161.0,Gurugram,2019-01-25
170.0,Gurugram,2019-01-26
201.0,Gurugram,2019-01-27
213.0,Gurugram,2019-01-28
194.0,Gurugram,2019-01-29
255.0,Gurugram,2019-01-30
309.0,Gurugram,2019-01-31
258.0,Gurugram,2019-02-01
302.0,Gurugram,2019-02-02
232.0,Gurugram,2019-02-03
205.0,Gurugram,2019-02-04
234.0,Gurugram,2019-02-05
269.0,Gurugram,2019-02-06
144.0,Gurugram,2019-02-07
123.0,Gurugram,2019-02-08
125.0,Gurugram,2019-02-09
113.0,Gurugram,2019-02-10
310.0,Gurugram,2019-02-11
302.0,Gurugram,2019-02-12
330.0,Gurugram,2019-02-13
306.0,Gurugram,2019-02-14
186.0,Gurugram,2019-02-15
183.0,Gurugram,2019-02-16
130.0,Gurugram,2019-02-17
171.0,Gurugram,2019-02-18
149.0,Gurugram,2019-02-19
213.0,Gurugram,2019-02-20
111.0,Gurugram,2019-02-21
120.0,Gurugram,2019-02-22
90.0,Gurugram,2019-02-23
103.0,Gurugram,2019-02-24
157.0,Gurugram,2019-02-25
108.0,Gurugram,2019-02-26
86.0,Gurugram,2019-02-27
103.0,Gurugram,2019-02-28
137.0,Gurugram,2019-03-01
155.0,Gurugram,2019-03-02
104.0,Gurugram,2019-03-03
100.0,Gurugram,2019-03-04
100.0,Gurugram,2019-03-05
90.0,Gurugram,2019-03-06
149.0,Gurugram,2019-03-07
154.0,Gurugram,2019-03-08
153.0,Gurugram,2019-03-09
107.0,Gurugram,2019-03-10
136.0,Gurugram,2019-03-11
126.0,Gurugram,2019-03-12
145.0,Gurugram,2019-03-13
245.0,Gurugram,2019-03-14
138.0,Gurugram,2019-03-15
116.0,Gurugram,2019-03-16
144.0,Gurugram,2019-03-17
161.0,Gurugram,2019-03-18
197.0,Gurugram,2019-03-19
189.0,Gurugram,2019-03-20
243.0,Gurugram,2019-03-21
144.0,Gurugram,2019-03-22
99.0,Gurugram,2019-03-23
103.0,Gurugram,2019-03-24
114.0,Gurugram,2019-03-25
119.0,Gurugram,2019-03-26
127.0,Gurugram,2019-03-27
193.0,Gurugram,2019-03-28
230.0,Gurugram,2019-03-29
254.0,Gurugram,2019-03-30
193.0,Gurugram,2019-03-31
114.0,Gurugram,2019-04-01
161.0,Gurugram,2019-04-02
183.0,Gurugram,2019-04-03
187.0,Gurugram,2019-04-04
260.0,Gurugram,2019-04-05
282.0,Gurugram,2019-04-06
312.0,Gurugram,2019-04-07
320.0,Gurugram,2019-04-08
243.0,Gurugram,2019-04-09
247.0,Gurugram,2019-04-10
194.0,Gurugram,2019-04-11
220.0,Gurugram,2019-04-12
180.0,Gurugram,2019-04-13
140.0,Gurugram,2019-04-14
166.0,Gurugram,2019-04-15
257.0,Gurugram,2019-04-16
76.0,Gurugram,2019-04-17
58.0,Gurugram,2019-04-18
120.0,Gurugram,2019-04-19
136.0,Gurugram,2019-04-20
173.0,Gurugram,2019-04-21
201.0,Gurugram,2019-04-22
234.0,Gurugram,2019-04-23
253.0,Gurugram,2019-04-24
313.0,Gurugram,2019-04-25
275.0,Gurugram,2019-04-26
296.0,Gurugram,2019-04-27
259.0,Gurugram,2019-04-28
261.0,Gurugram,2019-04-29
288.0,Gurugram,2019-04-30
309.0,Gurugram,2019-05-01
318.0,Gurugram,2019-05-02
209.0,Gurugram,2019-05-03
147.0,Gurugram,2019-05-04
235.0,Gurugram,2019-05-05
230.0,Gurugram,2019-05-06
297.0,Gurugram,2019-05-07
323.0,Gurugram,2019-05-08
395.0,Gurugram,2019-05-09
354.0,Gurugram,2019-05-10
249.0,Gurugram,2019-05-11
367.0,Gurugram,2019-05-12
344.0,Gurugram,2019-05-13
164.0,Gurugram,2019-05-14
173.0,Gurugram,2019-05-15
163.0,Gurugram,2019-05-16
227.0,Gurugram,2019-05-17
119.0,Gurugram,2019-05-18
120.0,Gurugram,2019-05-19
209.0,Gurugram,2019-05-20
192.0,Gurugram,2019-05-21
167.0,Gurugram,2019-05-22
195.0,Gurugram,2019-05-23
132.0,Gurugram,2019-05-24
89.0,Gurugram,2019-05-25
96.0,Gurugram,2019-05-26
120.0,Gurugram,2019-05-27
163.0,Gurugram,2019-05-28
157.0,Gurugram,2019-05-29
240.0,Gurugram,2019-05-30
300.0,Gurugram,2019-05-31
304.0,Gurugram,2019-06-01
250.0,Gurugram,2019-06-02
223.0,Gurugram,2019-06-03
234.0,Gurugram,2019-06-04
208.0,Gurugram,2019-06-05
244.0,Gurugram,2019-06-06
253.0,Gurugram,2019-06-07
214.0,Gurugram,2019-06-08
233.0,Gurugram,2019-06-09
289.0,Gurugram,2019-06-10
348.0,Gurugram,2019-06-11
327.0,Gurugram,2019-06-12
186.0,Gurugram,2019-06-13
150.0,Gurugram,2019-06-14
185.0,Gurugram,2019-06-15
206.0,Gurugram,2019-06-16
104.0,Gurugram,2019-06-17
141.0,Gurugram,2019-06-18
303.75,Gurugram,2019-06-19
177.0,Gurugram,2019-06-20
152.0,Gurugram,2019-06-21
190.0,Gurugram,2019-06-22
137.0,Gurugram,2019-06-23
90.0,Gurugram,2019-06-24
108.0,Gurugram,2019-06-25
123.0,Gurugram,2019-06-26
150.0,Gurugram,2019-06-27
182.0,Gurugram,2019-06-28
191.0,Gurugram,2019-06-29
222.0,Gurugram,2019-06-30
173.0,Gurugram,2019-07-01
196.0,Gurugram,2019-07-02
166.0,Gurugram,2019-07-03
74.0,Gurugram,2019-07-04
68.0,Gurugram,2019-07-05
66.0,Gurugram,2019-07-06
72.0,Gurugram,2019-07-07
92.0,Gurugram,2019-07-08
101.0,Gurugram,2019-07-09
129.0,Gurugram,2019-07-10
258.0,Gurugram,2019-07-11
238.0,Gurugram,2019-07-12
197.0,Gurugram,2019-07-13
199.0,Gurugram,2019-07-14
192.0,Gurugram,2019-07-15
135.0,Gurugram,2019-07-16
73.0,Gurugram,2019-07-17
67.0,Gurugram,2019-07-18
80.0,Gurugram,2019-07-19
130.0,Gurugram,2019-07-20
88.0,Gurugram,2019-07-21
108.0,Gurugram,2019-07-22
109.0,Gurugram,2019-07-23
133.0,Gurugram,2019-07-24
64.0,Gurugram,2019-07-25
61.0,Gurugram,2019-07-26
72.0,Gurugram,2019-07-27
45.0,Gurugram,2019-07-28
43.0,Gurugram,2019-07-29
50.0,Gurugram,2019-07-30
58.0,Gurugram,2019-07-31
61.0,Gurugram,2019-08-01
64.0,Gurugram,2019-08-02
72.0,Gurugram,2019-08-03
72.0,Gurugram,2019-08-04
69.0,Gurugram,2019-08-05
71.0,Gurugram,2019-08-06
46.0,Gurugram,2019-08-07
51.0,Gurugram,2019-08-08
54.0,Gurugram,2019-08-09
52.0,Gurugram,2019-08-10
38.0,Gurugram,2019-08-11
48.0,Gurugram,2019-08-12
60.0,Gurugram,2019-08-13
55.0,Gurugram,2019-08-14
53.0,Gurugram,2019-08-15
41.0,Gurugram,2019-08-16
55.0,Gurugram,2019-08-17
49.0,Gurugram,2019-08-18
51.0,Gurugram,2019-08-19
85.0,Gurugram,2019-08-20
117.0,Gurugram,2019-08-21
107.0,Gurugram,2019-08-22
96.0,Gurugram,2019-08-23
115.0,Gurugram,2019-08-24
87.0,Gurugram,2019-08-25
53.0,Gurugram,2019-08-26
55.0,Gurugram,2019-08-27
69.0,Gurugram,2019-08-28
73.0,Gurugram,2019-08-29
59.0,Gurugram,2019-08-30
74.0,Gurugram,2019-08-31
72.0,Gurugram,2019-09-01
66.0,Gurugram,2019-09-02
122.0,Gurugram,2019-09-03
156.0,Gurugram,2019-09-04
104.0,Gurugram,2019-09-05
67.0,Gurugram,2019-09-06
60.0,Gurugram,2019-09-07
96.0,Gurugram,2019-09-08
76.0,Gurugram,2019-09-09
118.0,Gurugram,2019-09-10
167.0,Gurugram,2019-09-11
165.0,Gurugram,2019-09-12
89.0,Gurugram,2019-09-13
83.0,Gurugram,2019-09-14
85.0,Gurugram,2019-09-15
91.0,Gurugram,2019-09-16
112.0,Gurugram,2019-09-17
95.0,Gurugram,2019-09-18
82.0,Gurugram,2019-09-19
82.0,Gurugram,2019-09-20
85.0,Gurugram,2019-09-21
62.0,Gurugram,2019-09-22
72.0,Gurugram,2019-09-23
82.0,Gurugram,2019-09-24
83.0,Gurugram,2019-09-25
75.0,Gurugram,2019-09-26
54.0,Gurugram,2019-09-27
59.0,Gurugram,2019-09-28
49.0,Gurugram,2019-09-29
48.0,Gurugram,2019-09-30
76.0,Gurugram,2019-10-01
89.0,Gurugram,2019-10-02
98.0,Gurugram,2019-10-03
97.0,Gurugram,2019-10-04
86.0,Gurugram,2019-10-05
96.0,Gurugram,2019-10-06
91.0,Gurugram,2019-10-07
95.0,Gurugram,2019-10-08
108.0,Gurugram,2019-10-09
153.0,Gurugram,2019-10-10
192.0,Gurugram,2019-10-11
172.0,Gurugram,2019-10-12
188.0,Gurugram,2019-10-13
241.0,Gurugram,2019-10-14
254.0,Gurugram,2019-10-15
291.0,Gurugram,2019-10-16
289.0,Gurugram,2019-10-17
295.0,Gurugram,2019-10-18
165.0,Gurugram,2019-10-19
223.0,Gurugram,2019-10-20
225.0,Gurugram,2019-10-21
232.0,Gurugram,2019-10-22
223.0,Gurugram,2019-10-23
292.0,Gurugram,2019-10-24
308.0,Gurugram,2019-10-25
272.0,Gurugram,2019-10-26
311.0,Gurugram,2019-10-27
396.0,Gurugram,2019-10-28
375.0,Gurugram,2019-10-29
369.0,Gurugram,2019-10-30
374.0,Gurugram,2019-10-31
476.0,Gurugram,2019-11-01
431.0,Gurugram,2019-11-02
210.0,Gurugram,2019-11-03
448.0,Gurugram,2019-11-04
360.0,Gurugram,2019-11-05
221.0,Gurugram,2019-11-06
280.0,Gurugram,2019-11-07
335.0,Gurugram,2019-11-08
316.0,Gurugram,2019-11-09
300.0,Gurugram,2019-11-10
340.0,Gurugram,2019-11-11
425.0,Gurugram,2019-11-12
502.0,Gurugram,2019-11-13
488.0,Gurugram,2019-11-14
548.0,Gurugram,2019-11-15
434.0,Gurugram,2019-11-16
244.0,Gurugram,2019-11-17
142.0,Gurugram,2019-11-18
148.0,Gurugram,2019-11-19
223.0,Gurugram,2019-11-20
318.0,Gurugram,2019-11-21
331.0,Gurugram,2019-11-22
305.0,Gurugram,2019-11-23
234.0,Gurugram,2019-11-24
236.0,Gurugram,2019-11-25
244.0,Gurugram,2019-11-26
123.0,Gurugram,2019-11-27
97.0,Gurugram,2019-11-28
73.0,Gurugram,2019-11-29
103.0,Gurugram,2019-11-30
148.0,Gurugram,2019-12-01
187.0,Gurugram,2019-12-02
265.0,Gurugram,2019-12-03
280.0,Gurugram,2019-12-04
331.0,Gurugram,2019-12-05
381.0,Gurugram,2019-12-06
369.0,Gurugram,2019-12-07
373.0,Gurugram,2019-12-08
350.0,Gurugram,2019-12-09
347.0,Gurugram,2019-12-10
369.0,Gurugram,2019-12-11
391.0,Gurugram,2019-12-12
250.0,Gurugram,2019-12-13
97.0,Gurugram,2019-12-14
144.0,Gurugram,2019-12-15
136.0,Gurugram,2019-12-16
111.0,Gurugram,2019-12-17
168.0,Gurugram,2019-12-18
282.0,Gurugram,2019-12-19
342.0,Gurugram,2019-12-20
352.0,Gurugram,2019-12-21
281.0,Gurugram,2019-12-22
228.0,Gurugram,2019-12-23
303.0,Gurugram,2019-12-24
317.0,Gurugram,2019-12-25
272.0,Gurugram,2019-12-26
334.0,Gurugram,2019-12-27
351.0,Gurugram,2019-12-28
389.0,Gurugram,2019-12-29
423.0,Gurugram,2019-12-30
341.0,Gurugram,2019-12-31
429.0,Gurugram,2020-01-01
419.0,Gurugram,2020-01-02
390.0,Gurugram,2020-01-03
308.0,Gurugram,2020-01-04
326.0,Gurugram,2020-01-05
315.0,Gurugram,2020-01-06
234.0,Gurugram,2020-01-07
198.0,Gurugram,2020-01-08
160.0,Gurugram,2020-01-09
160.0,Gurugram,2020-01-10
242.0,Gurugram,2020-01-11
311.0,Gurugram,2020-01-12
328.0,Gurugram,2020-01-13
244.0,Gurugram,2020-01-14
174.0,Gurugram,2020-01-15
247.0,Gurugram,2020-01-16
259.0,Gurugram,2020-01-17
176.0,Gurugram,2020-01-18
214.0,Gurugram,2020-01-19
175.0,Gurugram,2020-01-20
276.0,Gurugram,2020-01-21
313.0,Gurugram,2020-01-22
193.0,Gurugram,2020-01-23
102.0,Gurugram,2020-01-24
138.0,Gurugram,2020-01-25
289.0,Gurugram,2020-01-26
280.0,Gurugram,2020-01-27
245.0,Gurugram,2020-01-28
140.0,Gurugram,2020-01-29
112.0,Gurugram,2020-01-30
112.0,Gurugram,2020-01-31
159.0,Gurugram,2020-02-01
144.0,Gurugram,2020-02-02
174.0,Gurugram,2020-02-03
216.0,Gurugram,2020-02-04
285.0,Gurugram,2020-02-05
198.0,Gurugram,2020-02-06
245.0,Gurugram,2020-02-07
260.0,Gurugram,2020-02-08
254.0,Gurugram,2020-02-09
275.0,Gurugram,2020-02-10
316.0,Gurugram,2020-02-11
302.0,Gurugram,2020-02-12
190.0,Gurugram,2020-02-13
128.0,Gurugram,2020-02-14
130.0,Gurugram,2020-02-15
182.0,Gurugram,2020-02-16
256.0,Gurugram,2020-02-17
165.0,Gurugram,2020-02-18
181.0,Gurugram,2020-02-19
170.0,Gurugram,2020-02-20
145.0,Gurugram,2020-02-21
94.0,Gurugram,2020-02-22
187.0,Gurugram,2020-02-23
144.0,Gurugram,2020-02-24
183.0,Gurugram,2020-02-25
241.0,Gurugram,2020-02-26
206.0,Gurugram,2020-02-27
160.0,Gurugram,2020-02-28
127.0,Gurugram,2020-02-29
115.0,Gurugram,2020-03-01
136.0,Gurugram,2020-03-02
175.0,Gurugram,2020-03-03
154.0,Gurugram,2020-03-04
104.0,Gurugram,2020-03-05
95.0,Gurugram,2020-03-06
79.0,Gurugram,2020-03-07
115.0,Gurugram,2020-03-08
117.0,Gurugram,2020-03-09
160.0,Gurugram,2020-03-10
114.0,Gurugram,2020-03-11
115.0,Gurugram,2020-03-12
134.0,Gurugram,2020-03-13
118.0,Gurugram,2020-03-14
119.0,Gurugram,2020-03-15
155.0,Gurugram,2020-03-16
181.0,Gurugram,2020-03-17
178.0,Gurugram,2020-03-18
175.0,Gurugram,2020-03-19
176.0,Gurugram,2020-03-20
154.0,Gurugram,2020-03-21
168.0,Gurugram,2020-03-22
124.0,Gurugram,2020-03-23
122.0,Gurugram,2020-03-24
86.0,Gurugram,2020-03-25
65.0,Gurugram,2020-03-26
59.0,Gurugram,2020-03-27
62.0,Gurugram,2020-03-28
68.0,Gurugram,2020-03-29
80.0,Gurugram,2020-03-30
80.0,Gurugram,2020-03-31
81.0,Gurugram,2020-04-01
81.0,Gurugram,2020-04-02
95.0,Gurugram,2020-04-03
93.0,Gurugram,2020-04-04
99.0,Gurugram,2020-04-05
106.0,Gurugram,2020-04-06
94.0,Gurugram,2020-04-07
96.0,Gurugram,2020-04-08
101.0,Gurugram,2020-04-09
105.0,Gurugram,2020-04-10
127.0,Gurugram,2020-04-11
107.0,Gurugram,2020-04-12
114.0,Gurugram,2020-04-13
122.0,Gurugram,2020-04-14
138.0,Gurugram,2020-04-15
157.0,Gurugram,2020-04-16
120.0,Gurugram,2020-04-17
107.0,Gurugram,2020-04-18
109.0,Gurugram,2020-04-19
99.0,Gurugram,2020-04-20
105.0,Gurugram,2020-04-21
120.0,Gurugram,2020-04-22
113.0,Gurugram,2020-04-23
124.0,Gurugram,2020-04-24
121.0,Gurugram,2020-04-25
113.0,Gurugram,2020-04-26
103.0,Gurugram,2020-04-27
118.0,Gurugram,2020-04-28
126.0,Gurugram,2020-04-29
141.0,Gurugram,2020-04-30
155.0,Gurugram,2020-05-01
152.0,Gurugram,2020-05-02
126.0,Gurugram,2020-05-03
94.0,Gurugram,2020-05-04
130.0,Gurugram,2020-05-05
143.0,Gurugram,2020-05-06
138.0,Gurugram,2020-05-07
144.0,Gurugram,2020-05-08
166.0,Gurugram,2020-05-09
154.0,Gurugram,2020-05-10
113.0,Gurugram,2020-05-11
133.0,Gurugram,2020-05-12
133.0,Gurugram,2020-05-13
147.0,Gurugram,2020-05-14
155.0,Gurugram,2020-05-15
208.0,Gurugram,2020-05-16
184.0,Gurugram,2020-05-17
160.0,Gurugram,2020-05-18
160.0,Gurugram,2020-05-19
167.0,Gurugram,2020-05-20
141.0,Gurugram,2020-05-21
152.0,Gurugram,2020-05-22
146.0,Gurugram,2020-05-23
150.0,Gurugram,2020-05-24
139.0,Gurugram,2020-05-25
140.0,Gurugram,2020-05-26
162.0,Gurugram,2020-05-27
202.0,Gurugram,2020-05-28
166.0,Gurugram,2020-05-29
86.0,Gurugram,2020-05-30
105.0,Gurugram,2020-05-31
133.0,Gurugram,2020-06-01
156.0,Gurugram,2020-06-02
135.0,Gurugram,2020-06-03
130.0,Gurugram,2020-06-04
121.0,Gurugram,2020-06-05
110.0,Gurugram,2020-06-06
122.0,Gurugram,2020-06-07
133.0,Gurugram,2020-06-08
141.0,Gurugram,2020-06-09
135.0,Gurugram,2020-06-10
122.0,Gurugram,2020-06-11
147.0,Gurugram,2020-06-12
158.0,Gurugram,2020-06-13
157.0,Gurugram,2020-06-14
155.0,Gurugram,2020-06-15
128.0,Gurugram,2020-06-16
128.0,Gurugram,2020-06-17
122.0,Gurugram,2020-06-18
148.0,Gurugram,2020-06-19
172.0,Gurugram,2020-06-20
132.0,Gurugram,2020-06-21
134.0,Gurugram,2020-06-22
108.0,Gurugram,2020-06-23
86.0,Gurugram,2020-06-24
102.0,Gurugram,2020-06-25
122.0,Gurugram,2020-06-26
121.0,Gurugram,2020-06-27
153.0,Gurugram,2020-06-28
140.0,Gurugram,2020-06-29
131.0,Gurugram,2020-06-30
157.0,Gurugram,2020-07-01
166.6,Hyderabad,2015-01-01
127.4,Hyderabad,2015-01-02
123.2,Hyderabad,2015-01-03
159.0,Hyderabad,2015-01-04
183.6,Hyderabad,2015-01-05
159.0,Hyderabad,2015-01-06
145.2,Hyderabad,2015-01-07
125.2,Hyderabad,2015-01-08
142.8,Hyderabad,2015-01-09
146.4,Hyderabad,2015-01-10
156.8,Hyderabad,2015-01-11
180.8,Hyderabad,2015-01-12
194.0,Hyderabad,2015-01-13
163.8,Hyderabad,2015-01-14
145.6,Hyderabad,2015-01-15
138.4,Hyderabad,2015-01-16
127.0,Hyderabad,2015-01-17
128.6,Hyderabad,2015-01-18
122.4,Hyderabad,2015-01-19
128.2,Hyderabad,2015-01-20
130.4,Hyderabad,2015-01-21
112.2,Hyderabad,2015-01-22
122.0,Hyderabad,2015-01-23
131.6,Hyderabad,2015-01-24
133.0,Hyderabad,2015-01-25
120.4,Hyderabad,2015-01-26
120.0,Hyderabad,2015-01-27
120.2,Hyderabad,2015-01-28
143.0,Hyderabad,2015-01-29
122.0,Hyderabad,2015-01-30
126.8,Hyderabad,2015-01-31
129.2,Hyderabad,2015-02-01
108.4,Hyderabad,2015-02-02
107.0,Hyderabad,2015-02-03
108.4,Hyderabad,2015-02-04
126.8,Hyderabad,2015-02-05
115.2,Hyderabad,2015-02-06
126.2,Hyderabad,2015-02-07
124.2,Hyderabad,2015-02-08
125.6,Hyderabad,2015-02-09
113.8,Hyderabad,2015-02-10
106.4,Hyderabad,2015-02-11
103.6,Hyderabad,2015-02-12
116.5,Hyderabad,2015-02-13
126.0,Hyderabad,2015-02-14
121.6,Hyderabad,2015-02-15
124.4,Hyderabad,2015-02-16
124.6,Hyderabad,2015-02-17
124.4,Hyderabad,2015-02-18
117.4,Hyderabad,2015-02-19
116.2,Hyderabad,2015-02-20
169.0,Hyderabad,2015-02-21
190.2,Hyderabad,2015-02-22
141.0,Hyderabad,2015-02-23
117.6,Hyderabad,2015-02-24
113.6,Hyderabad,2015-02-25
124.2,Hyderabad,2015-02-26
126.4,Hyderabad,2015-02-27
126.8,Hyderabad,2015-02-28
120.8,Hyderabad,2015-03-01
110.2,Hyderabad,2015-03-02
107.2,Hyderabad,2015-03-03
108.2,Hyderabad,2015-03-04
115.0,Hyderabad,2015-03-05
113.2,Hyderabad,2015-03-06
109.0,Hyderabad,2015-03-07
109.8,Hyderabad,2015-03-08
121.8,Hyderabad,2015-03-09
104.6,Hyderabad,2015-03-10
100.6,Hyderabad,2015-03-11
104.4,Hyderabad,2015-03-12
106.4,Hyderabad,2015-03-13
113.2,Hyderabad,2015-03-14
97.2,Hyderabad,2015-03-15
93.8,Hyderabad,2015-03-16
95.4,Hyderabad,2015-03-17
96.8,Hyderabad,2015-03-18
105.4,Hyderabad,2015-03-19
104.6,Hyderabad,2015-03-20
108.8,Hyderabad,2015-03-21
121.4,Hyderabad,2015-03-22
120.0,Hyderabad,2015-03-23
123.2,Hyderabad,2015-03-24
118.0,Hyderabad,2015-03-25
114.4,Hyderabad,2015-03-26
120.0,Hyderabad,2015-03-27
118.4,Hyderabad,2015-03-28
114.8,Hyderabad,2015-03-29
112.6,Hyderabad,2015-03-30
120.0,Hyderabad,2015-03-31
112.0,Hyderabad,2015-04-01
102.2,Hyderabad,2015-04-02
102.6,Hyderabad,2015-04-03
107.8,Hyderabad,2015-04-04
91.4,Hyderabad,2015-04-05
141.0,Hyderabad,2015-04-06
197.0,Hyderabad,2015-04-07
177.0,Hyderabad,2015-04-08
104.0,Hyderabad,2015-04-09
106.0,Hyderabad,2015-04-10
105.0,Hyderabad,2015-04-11
128.0,Hyderabad,2015-04-12
133.0,Hyderabad,2015-04-13
105.0,Hyderabad,2015-04-14
179.0,Hyderabad,2015-04-15
112.0,Hyderabad,2015-04-16
106.0,Hyderabad,2015-04-17
147.0,Hyderabad,2015-04-18
139.0,Hyderabad,2015-04-19
118.0,Hyderabad,2015-04-20
123.0,Hyderabad,2015-04-21
157.0,Hyderabad,2015-04-22
149.0,Hyderabad,2015-04-23
165.0,Hyderabad,2015-04-24
119.0,Hyderabad,2015-04-25
98.0,Hyderabad,2015-04-26
86.0,Hyderabad,2015-04-27
124.0,Hyderabad,2015-04-28
148.0,Hyderabad,2015-04-29
176.0,Hyderabad,2015-04-30
206.0,Hyderabad,2015-05-01
134.0,Hyderabad,2015-05-02
115.0,Hyderabad,2015-05-03
113.0,Hyderabad,2015-05-04
116.0,Hyderabad,2015-05-05
150.0,Hyderabad,2015-05-06
157.0,Hyderabad,2015-05-07
121.0,Hyderabad,2015-05-08
149.0,Hyderabad,2015-05-09
125.0,Hyderabad,2015-05-10
140.0,Hyderabad,2015-05-11
130.0,Hyderabad,2015-05-12
125.0,Hyderabad,2015-05-13
177.0,Hyderabad,2015-05-14
123.0,Hyderabad,2015-05-15
120.0,Hyderabad,2015-05-16
114.0,Hyderabad,2015-05-17
116.0,Hyderabad,2015-05-18
143.0,Hyderabad,2015-05-19
145.0,Hyderabad,2015-05-20
158.0,Hyderabad,2015-05-21
171.0,Hyderabad,2015-05-22
117.0,Hyderabad,2015-05-23
117.0,Hyderabad,2015-05-24
132.0,Hyderabad,2015-05-25
113.0,Hyderabad,2015-05-26
160.0,Hyderabad,2015-05-27
83.0,Hyderabad,2015-05-28
120.0,Hyderabad,2015-05-29
120.0,Hyderabad,2015-05-30
125.0,Hyderabad,2015-05-31
165.0,Hyderabad,2015-06-01
105.0,Hyderabad,2015-06-02
105.0,Hyderabad,2015-06-03
125.0,Hyderabad,2015-06-04
117.0,Hyderabad,2015-06-05
127.0,Hyderabad,2015-06-06
179.0,Hyderabad,2015-06-07
118.0,Hyderabad,2015-06-08
98.0,Hyderabad,2015-06-09
100.0,Hyderabad,2015-06-10
102.0,Hyderabad,2015-06-11
95.0,Hyderabad,2015-06-12
106.0,Hyderabad,2015-06-13
142.0,Hyderabad,2015-06-14
163.0,Hyderabad,2015-06-15
98.0,Hyderabad,2015-06-16
98.0,Hyderabad,2015-06-17
94.0,Hyderabad,2015-06-18
93.0,Hyderabad,2015-06-19
96.0,Hyderabad,2015-06-20
94.0,Hyderabad,2015-06-21
105.0,Hyderabad,2015-06-22
132.0,Hyderabad,2015-06-23
105.0,Hyderabad,2015-06-24
105.0,Hyderabad,2015-06-25
96.0,Hyderabad,2015-06-26
104.0,Hyderabad,2015-06-27
114.0,Hyderabad,2015-06-28
141.0,Hyderabad,2015-06-29
119.0,Hyderabad,2015-06-30
